client_id,Variation
332121,Control
332257,NA
332287,Test
332658,Test
333023,Test
333321,Test
333392,Test
333527,NA
333642,NA
333744,Test
333807,NA
333913,NA
334181,Test
334207,NA
334242,Test
334362,Test
334785,Test
334941,Control
335080,Control
335335,Test
335389,Control
335509,NA
335559,NA
335786,Test
335913,Test
335950,Control
336166,Control
336203,Control
336265,Test
336279,Control
336402,NA
336414,Control
336421,Test
336805,NA
336903,Test
337268,NA
337364,NA
337421,Test
337606,NA
337729,Control
337878,Test
337922,NA
338164,Control
338209,NA
338289,NA
338292,Test
338479,NA
338607,Test
338641,Control
338896,Control
339004,Control
339189,NA
339258,Test
339396,Control
339520,NA
339683,NA
339684,Test
339705,NA
339708,NA
340120,Control
340137,NA
340192,Test
340426,Test
340480,Test
340534,Control
340947,Test
341102,Test
341393,NA
341409,Test
341429,Control
341647,Test
341850,NA
341976,Test
342070,Test
342283,Test
342322,Test
342333,Control
342341,Control
342517,Control
342546,NA
342646,Control
342684,Control
342757,Test
343142,NA
343183,Control
343525,Test
343583,Control
343737,Test
343881,Control
343906,Control
343935,Test
344073,NA
344410,NA
344514,Test
344633,NA
344840,Control
344960,Control
345004,NA
345226,NA
345640,Test
345953,NA
346106,Control
346320,NA
346406,Test
346409,Control
346580,Test
346781,Test
346788,NA
346805,Test
347076,Control
347328,Control
347452,Test
347568,NA
347861,Test
347874,Test
348166,Control
348330,Control
348355,Control
348888,Control
349305,Control
349379,Control
349561,NA
349728,Test
350165,Control
350393,NA
350463,Control
350524,Test
350673,Test
351038,Test
351093,Control
351247,Test
351352,NA
351374,Control
351479,Test
351494,NA
351533,Control
351690,Control
351701,Control
351792,Control
351846,NA
351901,Test
352020,Test
352172,Test
352491,Control
352497,Test
352659,Test
352713,Test
353002,NA
353281,Control
353628,Control
353658,Control
353727,Control
353828,Test
353896,Control
354470,Test
354532,NA
354541,Test
354699,Control
354981,Control
355255,NA
355337,Control
355493,NA
356001,Control
356146,NA
356363,Control
356380,Control
356581,Control
356780,Control
356783,Control
356824,Control
357090,Control
357172,NA
357302,NA
357318,Test
357409,NA
357504,NA
357553,Test
357583,Test
357945,Control
358027,Test
358176,Control
358189,Control
358223,Test
358285,Test
358456,Test
358827,Control
358876,Control
358970,Test
359266,Control
359316,Test
359374,Control
359623,Control
359736,Test
359922,Test
360131,Control
360511,Control
360629,NA
360674,Test
360816,Control
360872,Control
360955,NA
360978,NA
361296,Control
361306,Control
361457,NA
361484,Control
361590,Test
361728,Control
361771,NA
362107,Test
362135,NA
362727,Test
363066,Test
363128,Test
363188,NA
363295,NA
363428,Control
363451,Test
363461,Control
363574,NA
363631,Control
363952,Test
364039,Control
364153,Control
364291,NA
364675,NA
364797,Control
365097,NA
365203,Test
365303,NA
365420,Test
365525,Test
365534,Test
365583,Control
365834,NA
365845,Test
365868,Control
366261,NA
366500,Control
366592,NA
366858,Control
366887,Test
367232,NA
367295,Test
367331,Control
367527,NA
367638,Control
367642,Control
367801,NA
367874,Control
368005,Control
368274,NA
368396,Test
368473,Control
368657,NA
368681,NA
368713,Control
368994,Test
369046,Test
369097,NA
369222,Test
369255,Control
369488,Test
369591,NA
369817,NA
369940,Test
369968,Control
369989,NA
370021,Test
370053,Test
370067,Control
370200,Test
370201,Test
370238,Test
370633,Test
370651,Control
370659,Test
370773,Test
370851,NA
370876,NA
371053,NA
371059,Control
371067,NA
371084,NA
371162,Test
371583,NA
371892,Control
372126,Test
372139,Test
372207,Test
372480,NA
372517,Test
372523,Control
372563,Test
372662,Test
372697,Test
372698,Control
372755,Test
372780,Test
372781,NA
373028,NA
373190,Test
373302,NA
373345,Test
373361,Test
373376,Test
373454,Control
373577,Test
373863,Test
373892,Control
374015,Control
374171,NA
374255,Control
374476,NA
374585,Test
374711,NA
374721,Control
374835,Control
374872,NA
374896,Control
374973,Test
375176,Test
375257,Test
375418,Control
375492,Control
375504,Test
375512,NA
375730,Test
375759,NA
375831,Control
375834,Control
376294,Test
376559,Control
376793,Test
377022,Test
377178,Test
377198,NA
377380,Test
377566,NA
377735,NA
377914,Control
377932,Test
378018,Test
378235,NA
378291,NA
378319,Test
378530,Control
378538,Test
378543,NA
378556,Test
378738,Test
378822,Test
379137,Control
379169,NA
379383,Control
379788,Control
379863,Test
380170,Control
380583,Control
380729,Test
380857,Control
381102,Test
381123,Control
381514,NA
381655,Control
381660,Test
381711,Control
381793,Test
381961,Test
382031,Test
382202,Test
382316,Test
382317,Test
382434,Control
382734,Control
382742,NA
382897,Test
382998,Test
383009,Test
383141,Test
383168,Test
383243,NA
383373,Test
383469,Test
383674,Test
384077,NA
384132,Test
384371,Control
384564,NA
385032,NA
385052,Test
385095,Test
385337,Test
385456,Test
385555,Test
385606,NA
385623,Control
385749,NA
385802,Test
385931,Control
386336,Test
386383,Test
386570,Control
386822,Control
386914,NA
387056,Control
387152,NA
387435,NA
387539,Test
387579,Test
387629,NA
387835,Control
387839,Control
388152,NA
388202,NA
388280,NA
388348,NA
388395,Test
388801,Test
389004,NA
389305,NA
389358,Test
389384,Test
389560,NA
389812,NA
389899,NA
390511,Control
390635,Test
390650,Test
390870,Control
391025,Control
391167,Test
391209,Test
391472,Control
391817,Control
391821,Test
391902,NA
392273,Control
392307,NA
392318,Test
392459,Test
392725,Test
392733,Control
392757,Control
393005,Control
393252,Control
393305,NA
393489,Test
394064,NA
394110,Test
394248,NA
394311,Test
394371,NA
394433,NA
394456,Control
394458,Test
394629,Test
394876,NA
394951,Control
394955,NA
395018,Test
395074,Test
395114,NA
395127,NA
395152,Test
395287,NA
395302,Test
395610,Control
395641,NA
395669,Test
395673,NA
395711,Test
395814,Control
395914,NA
395960,Test
395988,Control
396003,Test
396007,NA
396294,NA
396393,Test
396523,Control
396549,Test
396876,Test
396893,NA
397049,NA
397150,Test
397204,NA
397404,Control
397574,Control
397654,NA
397852,Test
398002,NA
398317,Test
398330,NA
398829,NA
398973,Test
399044,NA
399065,Control
399211,Test
399286,NA
399381,Test
399455,NA
399690,Control
399694,Test
399707,Test
399780,Test
400082,Control
400547,NA
400613,Control
400621,Control
400652,NA
400773,Control
401114,NA
401147,Test
401260,Test
401640,NA
401723,Test
401737,Test
401951,Control
401964,Test
402019,Control
402340,Test
402509,Test
402904,NA
402923,Control
402984,Test
403330,NA
403501,Test
403509,Test
403658,Control
403680,NA
403735,Test
403921,Control
403974,NA
404006,NA
404827,NA
404861,Control
405107,Test
405201,Control
405451,Test
405501,Control
405565,Control
406039,Test
406224,Test
406265,Test
406746,NA
406877,Test
406992,Control
407061,Test
407146,Control
407210,NA
407327,Control
407433,Test
407444,NA
407554,NA
407759,Test
407804,Control
408180,Control
408266,Test
408411,Test
408478,Test
408685,Test
409075,Test
409181,NA
409332,Test
409432,Control
409443,NA
409450,Control
409628,NA
409697,NA
409787,Test
409876,Test
409953,Control
409987,Test
410160,NA
410298,Test
410327,Test
410421,Test
410527,Control
410601,NA
410623,Control
410682,Test
410752,Test
411035,NA
411442,Test
411452,NA
411463,Test
411480,Control
411546,NA
411761,Test
412025,Test
412057,Control
412075,NA
412092,NA
412134,NA
412412,NA
412984,NA
413001,Control
413157,Control
413324,Test
413583,Control
413993,Control
414134,NA
414149,Test
414245,Test
414870,NA
414909,Test
414990,NA
415158,Control
415277,Control
415461,NA
415523,Test
415738,NA
415987,Test
416018,Control
416116,Control
416346,Test
416475,NA
416556,NA
416622,NA
416724,Test
416757,Control
416876,Control
417113,Test
417123,Test
417189,Control
417204,Test
417642,Control
417927,NA
418569,Test
418617,NA
418618,NA
419108,NA
419572,NA
419610,Control
419807,Test
419848,Test
419969,Control
420394,NA
420495,Test
420516,NA
420722,Test
420825,Control
420983,Test
421097,Test
421124,Test
421209,Test
421223,Control
421287,Control
421303,NA
421317,NA
421728,NA
421795,Control
421833,Control
422463,Control
422464,Test
422480,Control
422661,Control
422765,Test
423183,Control
423508,Control
423947,Test
424206,Test
424250,NA
424267,Control
424592,Test
424715,NA
424755,NA
424760,Control
424866,NA
425382,NA
425398,Control
425501,NA
425532,Control
425546,Test
425578,Test
425910,NA
425987,Control
426074,Test
426092,Test
426432,Control
426756,Control
426809,NA
426901,Test
426907,NA
427013,Test
427194,Control
427512,Control
427628,Test
427714,NA
427824,Control
427931,Control
428064,Control
428068,NA
428109,Test
428135,Test
428170,Control
428188,Control
428201,Test
428485,Control
428635,Control
428698,Control
428852,Test
429189,Control
429351,Control
429598,Test
429778,Test
429805,Test
429908,Test
429957,Control
430070,Test
430101,Test
430304,NA
430812,Control
430868,Control
430935,NA
430937,NA
431429,Test
431605,NA
431615,Test
431626,Test
431627,Test
431651,Control
431749,NA
431793,Test
431900,NA
432171,Control
432265,Control
432402,Control
432606,Control
432607,Test
432789,Test
432793,Control
432803,Control
432837,NA
433017,NA
433027,NA
433098,Control
433332,Test
433417,Test
433424,Test
433443,Test
433498,Test
433653,NA
433814,Control
433932,NA
434393,NA
434413,NA
434442,NA
434452,NA
434526,Control
434619,NA
434673,Test
434746,Test
434781,NA
434797,NA
434925,NA
434941,Control
434961,NA
435340,Test
435520,NA
435580,Control
435618,NA
435650,NA
435707,NA
435757,Control
435886,Test
435913,NA
436146,Test
436352,Test
436832,NA
437253,NA
437609,NA
437635,NA
437728,Control
437767,NA
437780,Control
437817,Control
437907,NA
437914,Test
438045,NA
438222,NA
438539,Test
438560,Test
438567,Test
438770,Control
438886,Test
438935,Test
438959,Test
439058,NA
439077,Test
439395,NA
439452,NA
439963,Test
439991,NA
440275,Test
440279,Control
440328,Test
440483,Test
440497,NA
440704,Test
440751,NA
440758,Control
440861,Test
440970,NA
441250,NA
441781,NA
441795,NA
441831,NA
442079,Test
442137,Test
442217,NA
442320,Control
442340,Test
442772,Test
443217,Control
443262,Test
443921,Test
444092,NA
444305,NA
444558,Control
444644,Test
444713,NA
445104,NA
445479,NA
445481,Test
445736,NA
445794,Test
446046,NA
446185,Control
446360,NA
446390,Test
446547,Control
446577,Test
446845,NA
447087,Test
447329,Control
447439,Control
447488,Control
447494,Control
447498,Control
447533,NA
447567,NA
447683,Control
447850,Test
448522,Test
448714,Control
448857,NA
449286,Test
449421,Test
449439,NA
449567,NA
449709,Test
449920,NA
450002,Test
450232,Control
450365,NA
450423,Test
450614,Control
450673,Test
450752,Control
450867,NA
451019,Control
451343,NA
451443,Control
451568,Control
451603,Control
451682,Test
451805,Control
451897,Control
451941,NA
452197,NA
452274,Control
452359,Test
452582,Test
452583,Control
452762,Test
452842,NA
452875,Control
453167,Control
453226,Test
453288,Test
453492,NA
453521,NA
453657,Control
453802,Test
454148,Control
454197,NA
454551,NA
454749,Test
454816,Test
455069,Test
455078,Test
455158,NA
455226,Test
455243,NA
455278,Control
455518,NA
455546,NA
455557,Test
455589,Test
455693,Control
456002,Control
456067,NA
456150,Test
456259,NA
456369,Test
456391,NA
456416,Test
456428,NA
456458,NA
456875,NA
456925,Test
457069,Control
457074,NA
457573,NA
457590,NA
457600,Test
457662,NA
457784,Test
458225,Test
458326,Test
458484,Control
458638,NA
458670,Test
458796,Control
459076,Test
459156,Control
459202,NA
459221,Test
459234,Test
459610,Control
459733,Test
459935,NA
460049,NA
460199,NA
460257,Test
460269,Test
460291,Control
460505,Control
460755,Control
460805,NA
460912,Control
461128,NA
461547,Test
461591,Control
461632,Test
461846,Control
462526,Test
462674,Control
462910,Test
463023,Test
463029,Test
463030,Control
463248,NA
463251,NA
463396,Test
463408,NA
463414,Test
463459,Test
463582,Control
463619,NA
464009,NA
464397,Test
464539,Test
464597,Control
464620,Control
464733,Test
465007,Test
465162,Control
465367,Control
465403,NA
465417,NA
465492,Test
465525,Test
465564,Control
465607,Test
465749,Control
465982,Test
466140,Test
466142,Control
466390,NA
466526,Control
466588,Test
466820,NA
467103,Test
467229,Test
467342,NA
467367,Control
467409,Test
467810,NA
467861,Test
468036,NA
468090,Test
468336,Control
468355,Test
468552,Control
468570,Test
468776,Test
468854,NA
469805,NA
469978,Control
470187,Test
470239,Control
470365,Test
470656,NA
470897,Test
471094,NA
471158,NA
471388,Control
471462,Control
471506,Control
471520,Control
472057,NA
472069,NA
472078,Control
472090,NA
472102,Control
472130,NA
472221,NA
472271,Control
472352,Test
472382,Test
472433,Control
472614,Control
472754,Test
473108,Control
473167,NA
473328,Test
473526,NA
473555,Test
473638,Test
473920,Test
474067,Control
474794,NA
475258,Control
475350,Control
475352,Control
475362,Control
475431,Test
475544,Test
475865,NA
475897,Test
475911,Test
476090,NA
476642,Test
477014,NA
477029,Test
477312,NA
477316,NA
477418,Test
477588,Control
477656,Test
477802,NA
478156,Test
478194,Test
478367,NA
478380,NA
478451,NA
478688,Test
478733,Test
478735,Test
478808,Test
478912,NA
478932,Test
479136,Control
479431,Control
479709,Control
479777,NA
479833,NA
480111,Control
480158,NA
480174,NA
480272,Test
480393,Test
480458,Test
480792,Control
480811,Control
480836,Control
480944,Control
480995,Test
481268,Test
481539,Test
481553,Control
481960,Test
482195,NA
482339,NA
482346,Control
482558,Test
482692,Control
482780,NA
482906,NA
483033,Control
483041,Control
483080,Control
483156,Test
483740,Test
483758,NA
483783,Control
484134,Test
484325,Test
484375,Control
484481,Test
484512,NA
484586,NA
484640,Test
484755,NA
484905,NA
485005,Test
485243,Test
485353,Test
485476,Test
485533,Control
485563,Control
485839,NA
485966,NA
486476,Test
486496,Control
486527,Test
486643,Control
486844,Test
487005,NA
487056,Test
487098,Test
487248,Control
487255,Control
487462,Test
487469,Test
487726,Control
487803,Test
487901,Control
488138,NA
488565,Test
488573,Test
488929,Control
488930,Control
489091,Control
489500,Control
489766,NA
489789,NA
490048,NA
490151,Test
490194,Control
490297,Control
490416,NA
490558,NA
491303,Control
491581,Test
491596,Test
491620,Control
491746,Test
491779,Control
491863,NA
491935,Control
492655,Control
492736,Test
492751,Control
493083,Control
493186,Control
493194,Control
493267,NA
493311,Control
493608,Test
494159,Control
494367,Test
494576,Test
494597,Test
495030,Control
495068,NA
495150,NA
495241,Test
495317,Control
495547,Test
496416,NA
496578,Control
496873,Control
496903,Test
497019,Test
497095,NA
497209,Test
497220,NA
497732,Test
497746,Test
497986,Control
497996,Test
498135,Test
498543,NA
498584,Control
498606,NA
499225,NA
499240,NA
499258,NA
499278,Control
499330,Control
499495,NA
499561,NA
499699,Test
499715,NA
499985,Test
500449,Test
500483,Test
500488,Test
500580,NA
501171,NA
501178,NA
501190,Test
501214,Test
501215,Test
501426,Test
501472,Test
501496,Test
501540,NA
501593,NA
502017,Control
502296,NA
502969,Test
503051,Control
503064,Control
503070,Control
504299,NA
504667,Test
504980,Test
504987,NA
505001,NA
505221,NA
505333,NA
505572,Control
505697,Test
505849,Control
505918,Test
506086,Test
506107,Control
506320,Control
506333,Control
506479,Test
506615,Test
506625,NA
506681,Test
506720,Control
506748,NA
507061,NA
507138,Control
507290,Test
507340,NA
507390,Control
507610,Control
507618,Test
507874,Control
507892,Control
507915,Test
508087,Test
508099,Test
508102,NA
508177,NA
508212,NA
508999,NA
509310,Control
509544,Control
509746,Test
510139,Control
510186,Test
510362,NA
510497,Test
510580,Test
510867,Test
510941,Control
511031,NA
511272,Test
511378,Control
511522,Control
511528,Test
511535,Test
511678,Test
511906,Test
511922,Test
512432,Control
512588,Test
512590,Test
512721,Control
512833,Control
512883,Control
513275,Control
513599,Test
513785,Test
513814,NA
513864,Control
513961,Test
514101,NA
514104,Test
514177,NA
514533,Test
514667,Test
515013,Test
515712,Control
515862,Control
515955,NA
515976,Test
516129,Test
516153,NA
516235,Test
516381,NA
516409,Test
516417,Test
516594,Control
516706,Test
517105,Test
517186,Control
517259,Control
517547,Test
517642,Test
517707,Control
517835,Control
517907,NA
518097,Control
518261,NA
518323,Control
518664,Control
518687,NA
518727,Test
518737,NA
518882,NA
518898,Test
519044,NA
519096,Control
519288,NA
519315,NA
519446,NA
519506,Control
519680,NA
519780,NA
519927,Control
519971,Control
520210,Test
520530,Test
520539,Test
520592,Test
520625,NA
520693,Control
521003,Control
521204,Control
521225,Test
521369,Control
521446,Test
521610,NA
521639,NA
521645,NA
521844,NA
521915,NA
522016,NA
522064,Control
522175,Control
522181,Test
522187,Test
522508,Control
522654,Test
522661,Test
523263,Test
523467,NA
523470,Control
523530,Test
523555,NA
523595,NA
523772,NA
523822,Test
523965,Test
523988,Test
524126,Control
524152,Control
524241,NA
